sim_time_ns,drone_x,drone_y,drone_z,roll,pitch,yaw,detect_result,n_contours,largest_area,largest_aspect,largest_passed,n_candidates,best_area,best_aspect,best_hull_pts,best_poly_pts,four_corner_eps,n_clipped_corners
1781569509604488600,-28.234256744384766,-6.604482173919678,-6.208940505981445,-0.02773255482316017,-0.09483515471220016,-2.987476110458374,,,,,,,,,,,,
1781569509604488600,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002625731285661459,0.3106938302516937,-3.1405162811279297,,,,,,,,,,,,
1781569509604488600,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002625731285661459,0.3106938302516937,-3.1405162811279297,,,,,,,,,,,,
1781569510207580200,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002625731285661459,0.3106938302516937,-3.1405162811279297,,,,,,,,,,,,
1781569510207580200,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002625731285661459,0.3106938302516937,-3.1405162811279297,,,,,,,,,,,,
1781569510207580200,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002625731285661459,0.3106938302516937,-3.1405162811279297,,,,,,,,,,,,
1781569510207580200,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002625731285661459,0.3106938302516937,-3.1405162811279297,,,,,,,,,,,,
1781569510239893200,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002625731285661459,0.3106938302516937,-3.1405162811279297,,,,,,,,,,,,
1781569510239893200,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002625731285661459,0.3106938302516937,-3.1405162811279297,,,,,,,,,,,,
1781569510239893200,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002625731285661459,0.3106938302516937,-3.1405162811279297,,,,,,,,,,,,
1781569510239893200,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002625731285661459,0.3106938302516937,-3.1405162811279297,,,,,,,,,,,,
1781569510273208600,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002625731285661459,0.3106938302516937,-3.1405162811279297,,,,,,,,,,,,
1781569510273208600,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002625731285661459,0.3106938302516937,-3.1405162811279297,,,,,,,,,,,,
1781569510307533700,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002625731285661459,0.3106938302516937,-3.1405162811279297,,,,,,,,,,,,
1781569510307533700,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002625731285661459,0.3106938302516937,-3.1405162811279297,,,,,,,,,,,,
1781569510307533700,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002625731285661459,0.3106938302516937,-3.1405162811279297,,,,,,,,,,,,
1781569510307533700,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002625731285661459,0.3106938302516937,-3.1405162811279297,,,,,,,,,,,,
1781569510340757200,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002625731285661459,0.3106938302516937,-3.1405162811279297,,,,,,,,,,,,
1781569510340757200,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002625731285661459,0.3106938302516937,-3.1405162811279297,,,,,,,,,,,,
1781569510375040500,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002625731285661459,0.3106938302516937,-3.1405162811279297,,,,,,,,,,,,
1781569510375040500,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002625731285661459,0.3106938302516937,-3.1405162811279297,,,,,,,,,,,,
1781569510375040500,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002625731285661459,0.3106938302516937,-3.1405162811279297,,,,,,,,,,,,
1781569510375040500,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002625731285661459,0.3106938302516937,-3.1405162811279297,,,,,,,,,,,,
