time_s,leg_idx,leg_name,phase,frac,target_x,target_y,target_z,target_yaw,pos_x,pos_y,pos_z,yaw,error_x,error_y,error_z,horiz_dist,yaw_err,desired_vx,desired_vy,desired_vz,actual_vx,actual_vy,actual_vz,cmd_roll_rate,cmd_pitch_rate,cmd_yaw_rate,cmd_thrust,settled
1780859177.8520324,0,stare,settling,0.0,-11.299735868227643,-0.19392211802088768,-1.4919580206274987,-3.1244267917564894,-0.24746093153953552,-0.0005957031389698386,-0.4252343773841858,-3.1404073238372803,-11.052274936688107,-0.19332641488191785,-1.066723643243313,11.053965640386043,0.015980532080790866,-0.7599234340421612,-0.0019778905316607445,-1.5819636185949604,-0.745513379573822,-0.0015054527902975678,-1.6023873090744019,0.000272386292841857,0.030493585565353983,-0.0239707981211863,0.2784128404548338,0
1780859177.864764,0,stare,settling,0.0,-11.299735868227643,-0.19392211802088768,-1.4919580206274987,-3.1244267917564894,-0.25785157084465027,-0.0006152343703433871,-0.44752439856529236,-3.1404073238372803,-11.041884297382992,-0.1933068836505443,-1.0444336220622064,11.043576249931894,0.015980532080790866,-0.7742318048245043,-0.0024474207856483685,-1.5614684955922657,-0.7478693127632141,-0.0015004492597654462,-1.6052240133285522,0.00047611665166495687,0.023602391678054984,-0.0239707981211863,0.276532790563015,0
1780859177.8750975,0,stare,settling,0.0,-11.299735868227643,-0.19392211802088768,-1.4919580206274987,-3.1244267917564894,-0.25785157084465027,-0.0006152343703433871,-0.44752439856529236,-3.1404073238372803,-11.041884297382992,-0.1933068836505443,-1.0444336220622064,11.043576249931894,0.015980532080790866,-0.7885401756068473,-0.0029169510396359925,-1.5409733725895711,-0.7478693127632141,-0.0015004492597654462,-1.6052240133285522,0.0006477579170613488,0.016234480854110712,-0.0239707981211863,0.27487607226807503,0
1780859177.8855574,0,stare,settling,0.0,-11.299735868227643,-0.19392211802088768,-1.4919580206274987,-3.1244267917564894,-0.27281248569488525,-0.0006445312174037099,-0.4794970452785492,-3.140150308609009,-11.026923382532758,-0.19327758680348398,-1.0124609753489495,11.028617116837824,0.01572351685251938,-0.802698830834418,-0.0033821983724489787,-1.5203744399214425,-0.7505638599395752,-0.0014943189453333616,-1.594949722290039,0.0007752713224064887,0.008640620941046992,-0.023585275278779072,0.27402583285145937,0
1780859177.8960242,0,stare,settling,0.0,-11.299735868227643,-0.19392211802088768,-1.4919580206274987,-3.1244267917564894,-0.28328123688697815,-0.0006640625069849193,-0.5014599561691284,-3.1399292945861816,-11.016454631340665,-0.19325805551390277,-0.9904980644583703,11.018149632329749,0.015502502829692233,-0.8167539727129972,-0.003844494498611249,-1.4997046728916779,-0.752020001411438,-0.0014913695631548762,-1.5763920545578003,0.0008869094495695112,0.003690167154997332,-0.02325375424453835,0.2738392519659228,0
1780859177.9066675,0,stare,settling,0.0,-11.299735868227643,-0.19392211802088768,-1.4919580206274987,-3.1244267917564894,-0.2977343797683716,-0.0006933593540452421,-0.5312451124191284,-3.1396381855010986,-11.002001488459271,-0.19322875866684244,-0.9607129082083703,11.003698201297414,0.015211393744609225,-0.830667754801727,-0.004302763972891071,-1.478939397620777,-0.7537446618080139,-0.0014906525611877441,-1.545853853225708,0.0009778236930191094,-0.0006330787011366995,-0.022817090616913838,0.27460582615648815,0
1780859177.9171088,0,stare,settling,0.0,-11.299735868227643,-0.19392211802088768,-1.4919580206274987,-3.1244267917564894,-0.2977343797683716,-0.0006933593540452421,-0.5312451124191284,-3.1389987468719482,-11.002001488459271,-0.19322875866684244,-0.9607129082083703,11.003698201297414,0.014571955115458834,-0.8445815368904569,-0.004761033447170893,-1.458174122349876,-0.7537446618080139,-0.0014906525611877441,-1.545853853225708,0.0010162645103950383,-0.005982307228488942,-0.02185793267318825,0.2729247612736564,0
1780859177.9275932,0,stare,settling,0.0,-11.299735868227643,-0.19392211802088768,-1.4919580206274987,-3.1244267917564894,-0.30296874046325684,-0.0007031249697320163,-0.5419042706489563,-3.138136386871338,-10.996767127764386,-0.19321899305115567,-0.9500537499785424,10.998464476532853,0.013709595114848483,-0.858443145037931,-0.005217821647120385,-1.437373950136496,-0.7543330788612366,-0.0014916923828423023,-1.534873366355896,0.0010144655329143316,-0.01033167574876153,-0.020564392672272724,0.2721182404940513,0
1780859177.938093,0,stare,settling,0.0,-11.299735868227643,-0.19392211802088768,-1.4919580206274987,-3.1244267917564894,-0.32304686307907104,-0.0007421874906867743,-0.582080066204071,-3.1376874446868896,-10.976689005148572,-0.1931799305302009,-0.9098779544234277,10.978388770730849,0.01326065293040024,-0.8721066746164989,-0.005668995947548293,-1.416443006507356,-0.7565659284591675,-0.0015046960907056928,-1.4985888004302979,0.001051244464331007,-0.013057165363824973,-0.01989097939560036,0.2733296651364744,0
1780859177.9486866,0,stare,settling,0.0,-11.299735868227643,-0.19392211802088768,-1.4919580206274987,-3.1244267917564894,-0.32304686307907104,-0.0007421874906867743,-0.582080066204071,-3.136890172958374,-10.976689005148572,-0.1931799305302009,-0.9098779544234277,10.978388770730849,0.012463381201884616,-0.8857702041950669,-0.006120170247976201,-1.3955120628782163,-0.7565659284591675,-0.0015046960907056928,-1.4985888004302979,0.0010340316080920781,-0.01695339878381938,-0.018695071802826924,0.2716342987762648,0
