time_s,state,target_mode,waypoint_idx,path_idx,target_x,target_y,target_z,pos_x,pos_y,pos_z,error_x,error_y,error_z,horiz_dist,gate_dist,speed_cap,desired_vx,desired_vy,desired_vz,actual_vx,actual_vy,actual_vz,vel_error_fwd,vel_error_right,vel_error_z,cmd_roll_rate,cmd_pitch_rate,cmd_yaw_rate,cmd_thrust,z_integral,yaw,target_yaw,yaw_err,saturated
1780790667.7248774,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,nan,nan,-0.5205468740314245,nan,nan,nan,nan,nan,nan,0.0,0.0,-0.0,nan,nan,nan,-0.0005219342419877648,0.6,0.0,0.3580820311047137,0.0,-3.140519857406616,nan,nan,0
1780790667.7372797,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,nan,nan,-0.5205468740314245,nan,nan,nan,nan,nan,nan,0.0,0.0,-0.0,nan,nan,nan,-0.0005219342419877648,0.6,0.0,0.3580820311047137,0.0,-3.140519857406616,nan,nan,0
1780790667.7477858,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,nan,nan,-0.5205468740314245,nan,nan,nan,nan,nan,nan,0.0,0.0,-0.0,nan,nan,nan,-0.0006775028305128217,0.6,0.0,0.3580820311047137,0.0,-3.1404573917388916,nan,nan,0
1780790667.7585166,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.00046874998952262104,6.83593752910383e-05,0.020600585266947746,nan,nan,-0.5206005852669477,nan,nan,nan,nan,nan,nan,-0.003958345390856266,-0.0003252994210924953,-0.010310139507055283,nan,nan,nan,-0.0007005349616520107,0.6,0.0,0.3580900877900422,0.0,-3.140475273132324,nan,nan,0
1780790667.7688613,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.00046874998952262104,6.83593752910383e-05,0.020600585266947746,nan,nan,-0.5206005852669477,nan,nan,nan,nan,nan,nan,-0.003958345390856266,-0.0003252994210924953,-0.010310139507055283,nan,nan,nan,-0.0006699083605781198,0.6,0.0,0.3580900877900422,0.0,-3.140496015548706,nan,nan,0
1780790667.7792816,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.0007421874906867743,5.859374869032763e-05,0.019819336012005806,nan,nan,-0.5198193360120058,nan,nan,nan,nan,nan,nan,-0.022946996614336967,-0.00032049455330707133,-0.06410518288612366,nan,nan,nan,-0.0006518579320982099,0.6,0.0,0.3579729004018009,0.0,-3.1404671669006348,nan,nan,0
1780790667.7895505,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.001015624962747097,5.859374869032763e-05,0.01914062537252903,nan,nan,-0.519140625372529,nan,nan,nan,nan,nan,nan,-0.04943126067519188,-0.002309094648808241,-0.12099464982748032,nan,nan,nan,-0.0006377337849698961,0.586991548538208,0.0,0.3578710938058794,0.0,-3.140444278717041,nan,nan,0
1780790667.7997603,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.0016406249487772584,9.765624781721272e-06,0.017695311456918716,nan,nan,-0.5176953114569187,nan,nan,nan,nan,nan,nan,-0.06318656355142593,-0.0071182833053171635,-0.1425269991159439,nan,nan,nan,6.924220360815525e-05,0.5243186354637146,0.0,0.3576542967185378,0.0,-3.1404526233673096,nan,nan,0
1780790667.810228,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.002968749962747097,-0.00015624999650754035,0.015268553979694843,nan,nan,-0.5152685539796948,nan,nan,nan,nan,nan,nan,-0.10537391155958176,-0.011287694796919823,-0.18180203437805176,nan,nan,nan,-0.0001355695421807468,0.4638020694255829,0.0,0.35729028309695426,0.0,-3.1404120922088623,nan,nan,0
1780790667.8204668,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.0038671873044222593,-0.00023437499476131052,0.013876953162252903,nan,nan,-0.5138769531622529,nan,nan,nan,nan,nan,nan,-0.12726257741451263,-0.011267509311437607,-0.20044928789138794,nan,nan,nan,-0.0001355695421807468,0.4638020694255829,0.0,0.357081542974338,0.0,-3.1404120922088623,nan,nan,0
