time_s,leg_idx,leg_name,phase,frac,target_x,target_y,target_z,target_yaw,pos_x,pos_y,pos_z,yaw,error_x,error_y,error_z,horiz_dist,yaw_err,desired_vx,desired_vy,desired_vz,actual_vx,actual_vy,actual_vz,cmd_roll_rate,cmd_pitch_rate,cmd_yaw_rate,cmd_thrust,settled
1780882641.413855,0,oblique_sweep,settling,0.0,-13.974387390388458,-7.954427231525882,-1.4919580206274987,2.460626814625365,-0.23667968809604645,-0.0007031249697320163,-0.40260741114616394,-3.1405093669891357,-13.737707702292411,-7.95372410655615,-1.0893506094813348,15.87407761341857,-0.6820491255650865,-0.7483981467212991,-0.014929504221177083,-1.5776267775518955,-0.7384586930274963,-0.0016104356618598104,-1.5963032245635986,0.007103477993366795,0.035304118303367854,1.0230736883476297,0.2785597373327525,0
1780882641.42469,0,oblique_sweep,settling,0.0,-13.974387390388458,-7.954427231525882,-1.4919580206274987,2.460626814625365,-0.24183593690395355,-0.0007128905854187906,-0.41371092200279236,-3.1405093669891357,-13.732551453484504,-7.953714340940463,-1.0782470986247064,15.869610620298198,-0.6820491255650865,-0.7583051876825196,-0.02821188205810297,-1.5589070291991576,-0.7397930026054382,-0.0016062009381130338,-1.5992176532745361,0.012964065363505405,0.03163013408188481,1.0230736883476297,0.27682094104284344,0
1780882641.4353898,0,oblique_sweep,settling,0.0,-13.974387390388458,-7.954427231525882,-1.4919580206274987,2.460626814625365,-0.24699218571186066,-0.0007226562593132257,-0.4248290956020355,-3.1405088901519775,-13.727395204676597,-7.953704575266569,-1.0671289250254632,15.865144045233071,-0.6820496024022447,-0.7681793123561454,-0.041456980358133,-1.5401435265156969,-0.7427712082862854,-0.0015964573249220848,-1.628891110420227,0.018005557002080355,0.02745576006629634,1.023074403603367,0.27292304702528314,0
1780882641.4459066,0,oblique_sweep,settling,0.0,-13.974387390388458,-7.954427231525882,-1.4919580206274987,2.460626814625365,-0.26304686069488525,-0.0007519531063735485,-0.4608105421066284,3.1188652515411377,-13.711340529693572,-7.953675278419508,-1.0311474785208703,15.851240000572803,-0.6582384369157728,-0.7779461983483412,-0.05457977446746963,-1.5212384951012978,-0.7463905811309814,-0.0015874739037826657,-1.7101705074310303,0.023292253602928817,0.02037675074727112,0.9873576553736592,0.26485575779056825,0
1780882641.4564497,0,oblique_sweep,settling,0.0,-13.974387390388458,-7.954427231525882,-1.4919580206274987,2.460626814625365,-0.2682421803474426,-0.0007617187220603228,-0.4729638695716858,3.105297803878784,-13.706145210041015,-7.953665512803822,-1.018994151055813,15.84674135613676,-0.6446709892534193,-0.7876766362167155,-0.06766068882305257,-1.502285704844673,-0.7480392456054688,-0.001586348400451243,-1.74990975856781,0.027786898295554294,0.01710706774059436,0.9670064838801289,0.2601084779686475,0
1780882641.4674735,0,oblique_sweep,settling,0.0,-13.974387390388458,-7.954427231525882,-1.4919580206274987,2.460626814625365,-0.2734375,-0.000771484337747097,-0.4853466749191284,3.075955867767334,-13.700949890388458,-7.953655747188135,-1.0066113457083703,15.84224313800651,-0.6153290531419691,-0.7973694613948117,-0.08069824680514195,-1.4832838306757778,-0.7505562901496887,-0.001593038672581315,-1.7994054555892944,0.0322085011757378,0.014546845957913234,0.9229935797129536,0.2545619129431616,0
1780882641.478213,0,oblique_sweep,settling,0.0,-13.974387390388458,-7.954427231525882,-1.4919580206274987,2.460626814625365,-0.28773435950279236,-0.0008007812430150807,-0.5196288824081421,3.05658221244812,-13.686653030885665,-7.953626450282867,-0.9723291382193566,15.829865599508134,-0.5959553978227552,-0.8069571688149222,-0.0936144496910831,-1.4641462349690135,-0.7521439790725708,-0.0016223258571699262,-1.7987630367279053,0.03604541376883755,0.012278296451493937,0.8939330967341328,0.253013602102043,0
1780882641.4889042,0,oblique_sweep,settling,0.0,-13.974387390388458,-7.954427231525882,-1.4919580206274987,2.460626814625365,-0.29296875,-0.0008105468587018549,-0.5320116877555847,3.015761375427246,-13.681418640388458,-7.95361668466718,-0.959946332871914,15.82533520593434,-0.5551345608018812,-0.8165064901517127,-0.10648640777664563,-1.4449596991417664,-0.7527300119400024,-0.0016498817130923271,-1.7834279537200928,0.03970997563443477,0.009798311721693664,0.8327018412028218,0.2526344768697167,0
1780882641.4998863,0,oblique_sweep,settling,0.0,-13.974387390388458,-7.954427231525882,-1.4919580206274987,2.460626814625365,-0.29820311069488525,-0.0008203124743886292,-0.5442333817481995,2.9835638999938965,-13.676184279693572,-7.953606919051493,-0.9477246388792993,15.820805272644037,-0.5229370853685316,-0.8260173321416057,-0.11931409186731022,-1.4257244605023993,-0.7534783482551575,-0.0017213720129802823,-1.7380146980285645,0.0428866313011391,0.007890436750100253,0.7844056280527973,0.25466385264117497,0
1780882641.51023,0,oblique_sweep,settling,0.0,-13.974387390388458,-7.954427231525882,-1.4919580206274987,2.460626814625365,-0.31187498569488525,-0.0008496093796566129,-0.5751659870147705,2.9648845195770264,-13.662512404693572,-7.953577622146225,-0.9167920336127282,15.808973470782691,-0.5042577049516614,-0.835429502444155,-0.13202875217175583,-1.4063660395043334,-0.7540310621261597,-0.0018291901797056198,-1.6825774908065796,0.04589907084758733,0.00614007453600603,0.7563865574274922,0.2574935968833238,0
1780882641.5207753,0,oblique_sweep,settling,0.0,-13.974387390388458,-7.954427231525882,-1.4919580206274987,2.460626814625365,-0.3171093761920929,-0.0008593749953433871,-0.5866308212280273,2.9475324153900146,-13.657278014196365,-7.9535678565305385,-0.9053271993994714,15.804445083756885,-0.4869056007646497,-0.8448046040028726,-0.14470116335455402,-1.386961981537562,-0.7543041110038757,-0.0019118463387712836,-1.6510573625564575,0.04880380398742387,0.004449144184002409,0.7303584011469746,0.2584089264389414,0
