time_s,state,target_mode,waypoint_idx,path_idx,target_x,target_y,target_z,pos_x,pos_y,pos_z,error_x,error_y,error_z,horiz_dist,gate_dist,speed_cap,desired_vx,desired_vy,desired_vz,actual_vx,actual_vy,actual_vz,vel_error_fwd,vel_error_right,vel_error_z,cmd_roll_rate,cmd_pitch_rate,cmd_yaw_rate,cmd_thrust,z_integral,yaw,target_yaw,yaw_err,saturated
1780807239.6099527,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,nan,nan,-0.5205468740314245,nan,nan,nan,nan,nan,nan,0.0,0.0,-0.0,nan,nan,nan,-0.0005206927307881415,0.4,0.0,0.3580820311047137,0.0,-3.1405255794525146,nan,nan,0
1780807239.6226327,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,nan,nan,-0.5205468740314245,nan,nan,nan,nan,nan,nan,0.0,0.0,-0.0,nan,nan,nan,-0.0005206927307881415,0.4,0.0,0.3580820311047137,0.0,-3.1405255794525146,nan,nan,0
1780807239.6330676,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,nan,nan,-0.5205468740314245,nan,nan,nan,nan,nan,nan,0.0,0.0,-0.0,nan,nan,nan,-0.0005206927307881415,0.4,0.0,0.3580820311047137,0.0,-3.1405255794525146,nan,nan,0
1780807239.6438303,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.00046874998952262104,6.83593752910383e-05,0.020600585266947746,nan,nan,-0.5206005852669477,nan,nan,nan,nan,nan,nan,-0.004690579604357481,-0.00018647941760718822,0.0011668514925986528,nan,nan,nan,-0.0007187067531049252,0.4,0.0,0.3580900877900422,0.0,-3.140455961227417,nan,nan,0
1780807239.6543126,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.00046874998952262104,6.83593752910383e-05,0.020600585266947746,nan,nan,-0.5206005852669477,nan,nan,nan,nan,nan,nan,-0.004690579604357481,-0.00018647941760718822,0.0011668514925986528,nan,nan,nan,-0.0006946842186152935,0.4,0.0,0.3580900877900422,0.0,-3.1404645442962646,nan,nan,0
1780807239.6650815,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.001015624962747097,6.83593752910383e-05,0.019999999552965164,nan,nan,-0.5199999995529652,nan,nan,nan,nan,nan,nan,-0.05317911133170128,-0.00043298795935697854,-0.0651860386133194,nan,nan,nan,-0.0006850693025626242,0.4,0.0,0.3579999999329448,0.0,-3.140441417694092,nan,nan,0
1780807239.6756022,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.001015624962747097,6.83593752910383e-05,0.019999999552965164,nan,nan,-0.5199999995529652,nan,nan,nan,nan,nan,nan,-0.05317911133170128,-0.00043298795935697854,-0.0651860386133194,nan,nan,nan,-0.0006838347180746496,0.4,0.0,0.3579999999329448,0.0,-3.140421152114868,nan,nan,0
1780807239.686187,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.003085937350988388,2.9296874345163815e-05,0.0176855456084013,nan,nan,-0.5176855456084013,nan,nan,nan,nan,nan,nan,-0.11406135559082031,-0.00254019140265882,-0.11441482603549957,nan,nan,nan,-0.0009568084497004747,0.4,0.0,0.35765283184126023,0.0,-3.1404166221618652,nan,nan,0
1780807239.6966963,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.003085937350988388,2.9296874345163815e-05,0.0176855456084013,nan,nan,-0.5176855456084013,nan,nan,nan,nan,nan,nan,-0.11406135559082031,-0.00254019140265882,-0.11441482603549957,nan,nan,nan,-0.0006948370137251914,0.4,0.0,0.35765283184126023,0.0,-3.140422821044922,nan,nan,0
1780807239.7072659,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.004062499850988388,9.765624781721272e-06,0.016767578199505806,nan,nan,-0.5167675781995058,nan,nan,nan,nan,nan,nan,-0.13793233036994934,-0.0025450794491916895,-0.13195067644119263,nan,nan,nan,-0.0006948370137251914,0.4,0.0,0.3575151367299259,0.0,-3.140422821044922,nan,nan,0
1780807239.7178743,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.007851562462747097,-4.8828122089616954e-05,0.013134765438735485,nan,nan,-0.5131347654387355,nan,nan,nan,nan,nan,nan,-0.20754875242710114,-0.0025436836294829845,-0.20045368373394012,nan,nan,nan,-0.00031468996894545853,0.4,0.0,0.35697021481581037,0.0,-3.1404316425323486,nan,nan,0
1780807239.7285407,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.007851562462747097,-4.8828122089616954e-05,0.013134765438735485,nan,nan,-0.5131347654387355,nan,nan,nan,nan,nan,nan,-0.20754875242710114,-0.0025436836294829845,-0.20045368373394012,nan,nan,nan,-0.0002126099425368011,0.4,0.0,0.35697021481581037,0.0,-3.140432357788086,nan,nan,0
1780807239.739137,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.00945312436670065,-6.83593752910383e-05,0.011552734300494194,nan,nan,-0.5115527343004942,nan,nan,nan,nan,nan,nan,-0.23038321733474731,-0.002532628830522299,-0.2279994934797287,nan,nan,nan,-0.00014537862443830818,0.4,0.0,0.35673291014507413,0.0,-3.1404330730438232,nan,nan,0
1780807239.7498357,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.014296874403953552,-0.00010742187441792339,0.00649414025247097,nan,nan,-0.506494140252471,nan,nan,nan,nan,nan,nan,-0.28797927498817444,-0.0024868904147297144,-0.30681362748146057,nan,nan,nan,-9.33525589061901e-05,0.4,0.0,0.3559741210378707,0.0,-3.1404333114624023,nan,nan,0
1780807239.7603927,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.021171875298023224,-0.00016601562674622983,-0.0012792968191206455,nan,nan,-0.49872070318087935,nan,nan,nan,nan,nan,nan,-0.35057681798934937,-0.0024283863604068756,-0.4069889485836029,nan,nan,nan,-9.563323692418635e-05,0.37802478671073914,0.0,0.35480810547713193,0.0,-3.1404330730438232,nan,nan,0
1780807239.770764,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.021171875298023224,-0.00016601562674622983,-0.0012792968191206455,nan,nan,-0.49872070318087935,nan,nan,nan,nan,nan,nan,-0.35057681798934937,-0.0024283863604068756,-0.4069889485836029,nan,nan,nan,-9.563323692418635e-05,0.37802478671073914,0.0,0.35480810547713193,0.0,-3.1404330730438232,nan,nan,0
1780807239.7814913,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.021171875298023224,-0.00016601562674622983,-0.0012792968191206455,nan,nan,-0.49872070318087935,nan,nan,nan,nan,nan,nan,-0.35057681798934937,-0.0024283863604068756,-0.4069889485836029,nan,nan,nan,-9.719924855744466e-05,0.36362478137016296,0.0,0.35480810547713193,0.0,-3.1404330730438232,nan,nan,0
1780807239.792003,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.029609374701976776,-0.00022460936452262104,-0.011660155840218067,nan,nan,-0.48833984415978193,nan,nan,nan,nan,nan,nan,-0.409545361995697,-0.002375558950006962,-0.5164451599121094,nan,nan,nan,-8.495143993059173e-05,0.3338567912578583,0.0,0.3532509766239673,0.0,-3.1404333114624023,nan,nan,0
1780807239.802508,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.03257812559604645,-0.000244140625,-0.015493163838982582,nan,nan,-0.4845068361610174,nan,nan,nan,nan,nan,nan,-0.42701423168182373,-0.002359762554988265,-0.5522192120552063,nan,nan,nan,-7.382301555480808e-05,0.3201301097869873,0.0,0.35267602542415266,0.0,-3.1404333114624023,nan,nan,0
1780807239.8130007,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.035664062947034836,-0.0002636718563735485,-0.01958007737994194,nan,nan,-0.48041992262005806,nan,nan,nan,nan,nan,nan,-0.45581749081611633,-0.002332651522010565,-0.6152172684669495,nan,nan,nan,-3.0168041121214628e-05,0.27588769793510437,0.0,0.35206298839300876,0.0,-3.140434503555298,nan,nan,0
1780807239.8236403,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.043828122317790985,-0.00030273437732830644,-0.030839843675494194,nan,nan,-0.4691601563245058,nan,nan,nan,nan,nan,nan,-0.4825096130371094,-0.0023059207014739513,-0.6783040761947632,nan,nan,nan,-1.9783241441473365e-05,0.26447317004203796,0.0,0.3503740234486759,0.0,-3.140434503555298,nan,nan,0
1780807239.8343887,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.05082030966877937,-0.0003417968691792339,-0.04102538898587227,nan,nan,-0.45897461101412773,nan,nan,nan,nan,nan,nan,-0.5107443928718567,-0.002275803592056036,-0.7504464387893677,nan,nan,nan,-1.0923277841357049e-05,0.25386524200439453,0.0,0.34884619165211916,0.0,-3.140434503555298,nan,nan,0
