time_s,state,target_mode,waypoint_idx,path_idx,target_x,target_y,target_z,pos_x,pos_y,pos_z,error_x,error_y,error_z,horiz_dist,gate_dist,speed_cap,desired_vx,desired_vy,desired_vz,actual_vx,actual_vy,actual_vz,vel_error_fwd,vel_error_right,vel_error_z,cmd_roll_rate,cmd_pitch_rate,cmd_yaw_rate,cmd_thrust,z_integral,yaw,target_yaw,yaw_err,saturated
1780806658.3257978,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,nan,nan,-0.5205468740314245,nan,nan,nan,nan,nan,nan,0.0,0.0,-0.0,nan,nan,nan,-0.0005233053816482425,0.4,0.0,0.3580820311047137,0.0,-3.140519142150879,nan,nan,0
1780806658.3384402,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.00046874998952262104,6.83593752910383e-05,0.02059081941843033,nan,nan,-0.5205908194184303,nan,nan,nan,nan,nan,nan,0.002218645066022873,-0.00041374540887773037,0.005988468881696463,nan,nan,nan,-0.0005233053816482425,0.4,0.0,0.35808862291276455,0.0,-3.140519142150879,nan,nan,0
1780806658.3487597,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.00046874998952262104,6.83593752910383e-05,0.020600585266947746,nan,nan,-0.5206005852669477,nan,nan,nan,nan,nan,nan,-0.004038419108837843,-0.00017923512496054173,0.0019617509096860886,nan,nan,nan,-0.0006751638720743358,0.4,0.0,0.3580900877900422,0.0,-3.140528678894043,nan,nan,0
1780806658.3591006,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.0005859374650754035,6.83593752910383e-05,0.020561523735523224,nan,nan,-0.5205615237355232,nan,nan,nan,nan,nan,nan,-0.011426740325987339,8.20135319372639e-05,-0.006471219006925821,nan,nan,nan,-0.0006478080176748335,0.4,0.0,0.3580842285603285,0.0,-3.1405375003814697,nan,nan,0
1780806658.3696084,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.0005859374650754035,6.83593752910383e-05,0.020561523735523224,nan,nan,-0.5205615237355232,nan,nan,nan,nan,nan,nan,-0.011426740325987339,8.20135319372639e-05,-0.006471219006925821,nan,nan,nan,-0.0006415461539290845,0.4,0.0,0.3580842285603285,0.0,-3.1405138969421387,nan,nan,0
1780806658.3800933,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.001015624962747097,6.83593752910383e-05,0.020083006471395493,nan,nan,-0.5200830064713955,nan,nan,nan,nan,nan,nan,-0.03687414526939392,-7.973784522619098e-05,-0.04430176317691803,nan,nan,nan,-0.0006433980888687074,0.4,0.0,0.35801245097070933,0.0,-3.1404926776885986,nan,nan,0
1780806658.3907938,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.0014062499394640326,6.83593752910383e-05,0.01961425691843033,nan,nan,-0.5196142569184303,nan,nan,nan,nan,nan,nan,-0.054107654839754105,-0.0002202236937591806,-0.06653796881437302,nan,nan,nan,-0.000640567799564451,0.4,0.0,0.3579421385377646,0.0,-3.1404776573181152,nan,nan,0
1780806658.4013636,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.0023828125558793545,5.859374869032763e-05,0.018496092408895493,nan,nan,-0.5184960924088955,nan,nan,nan,nan,nan,nan,-0.09020769596099854,-0.0008896145154722035,-0.09964630007743835,nan,nan,nan,-0.0006020818254910409,0.4,0.0,0.35777441386133435,0.0,-3.140476703643799,nan,nan,0
1780806658.411908,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.004140624776482582,3.9062499126885086e-05,0.016767578199505806,nan,nan,-0.5167675781995058,nan,nan,nan,nan,nan,nan,-0.13793545961380005,-0.001046302029863,-0.13207602500915527,nan,nan,nan,-0.0005276186857372522,0.4,0.0,0.3575151367299259,0.0,-3.1404857635498047,nan,nan,0
1780806658.422507,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.0052734375931322575,2.9296874345163815e-05,0.01570800691843033,nan,nan,-0.5157080069184303,nan,nan,nan,nan,nan,nan,-0.17925463616847992,-0.0010415163123980165,-0.16976016759872437,nan,nan,nan,-0.0003841799043584615,0.4,0.0,0.35735620103776455,0.0,-3.140491485595703,nan,nan,0
1780806658.4327602,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.0072656250558793545,9.765624781721272e-06,0.01381835900247097,nan,nan,-0.513818359002471,nan,nan,nan,nan,nan,nan,-0.19675208628177643,-0.0010376423597335815,-0.1883554756641388,nan,nan,nan,-0.00034036743454635143,0.4,0.0,0.3570727538503707,0.0,-3.1404926776885986,nan,nan,0
1780806658.4432032,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.010468749329447746,-9.765624781721272e-06,0.010634765028953552,nan,nan,-0.5106347650289536,nan,nan,nan,nan,nan,nan,-0.24225687980651855,-0.0010231714695692062,-0.2435048222541809,nan,nan,nan,-0.0003087671648245305,0.4,0.0,0.3565952147543431,0.0,-3.140493869781494,nan,nan,0
1780806658.4535453,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.010468749329447746,-9.765624781721272e-06,0.010634765028953552,nan,nan,-0.5106347650289536,nan,nan,nan,nan,nan,nan,-0.24225687980651855,-0.0010231714695692062,-0.2435048222541809,nan,nan,nan,-0.00028741886490024626,0.4,0.0,0.3565952147543431,0.0,-3.1404953002929688,nan,nan,0
1780806658.4640408,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.01601562462747097,-3.9062499126885086e-05,0.004731445107609034,nan,nan,-0.504731445107609,nan,nan,nan,nan,nan,nan,-0.30384063720703125,-0.0009972475236281753,-0.3315632939338684,nan,nan,nan,-0.0002639218873810023,0.4,0.0,0.3557097167661414,0.0,-3.1404967308044434,nan,nan,0
1780806658.474285,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.018281249329447746,-4.8828122089616954e-05,0.002197265625,nan,nan,-0.502197265625,nan,nan,nan,nan,nan,nan,-0.324799120426178,-0.0009879450080916286,-0.36485445499420166,nan,nan,nan,-0.0002546238247305155,0.39427563548088074,0.0,0.35532958984375,0.0,-3.140498161315918,nan,nan,0
1780806658.4849792,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.023203125223517418,-6.83593752910383e-05,-0.0035839842166751623,nan,nan,-0.49641601578332484,nan,nan,nan,nan,nan,nan,-0.384559690952301,-0.0009613498114049435,-0.4697147011756897,nan,nan,nan,-0.00023499014787375927,0.3659086227416992,0.0,0.35446240236749876,0.0,-3.1404998302459717,nan,nan,0
1780806658.4952765,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.023203125223517418,-6.83593752910383e-05,-0.0035839842166751623,nan,nan,-0.49641601578332484,nan,nan,nan,nan,nan,nan,-0.384559690952301,-0.0009613498114049435,-0.4697147011756897,nan,nan,nan,-0.00021080761507619172,0.3362676799297333,0.0,0.35446240236749876,0.0,-3.1405012607574463,nan,nan,0
1780806658.505897,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.031757812947034836,-9.765624417923391e-05,-0.014321289025247097,nan,nan,-0.4856787109747529,nan,nan,nan,nan,nan,nan,-0.4210224151611328,-0.0009447217453271151,-0.5419661402702332,nan,nan,nan,-0.00018583082419354469,0.30881592631340027,0.0,0.35285180664621296,0.0,-3.1405029296875,nan,nan,0
1780806658.516541,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.03480468690395355,-0.00010742187441792339,-0.01833496056497097,nan,nan,-0.48166503943502903,nan,nan,nan,nan,nan,nan,-0.4379004240036011,-0.000936760741751641,-0.5779056549072266,nan,nan,nan,-0.00018583082419354469,0.30881592631340027,0.0,0.35224975591525437,0.0,-3.1405029296875,nan,nan,0
1780806658.527044,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.04390624910593033,-0.0001367187505820766,-0.030854491516947746,nan,nan,-0.46914550848305225,nan,nan,nan,nan,nan,nan,-0.4813555181026459,-0.0009151463746093214,-0.6787347793579102,nan,nan,nan,-0.0001543852995382622,0.27516841888427734,0.0,0.3503718262724579,0.0,-3.1405041217803955,nan,nan,0
1780806658.5378327,TAKEOFF,,nan,nan,nan,nan,-0.5,-0.04390624910593033,-0.0001367187505820766,-0.030854491516947746,nan,nan,-0.46914550848305225,nan,nan,nan,nan,nan,nan,-0.4813555181026459,-0.0009151463746093214,-0.6787347793579102,nan,nan,nan,-0.00014465453568845987,0.26430460810661316,0.0,0.3503718262724579,0.0,-3.140505075454712,nan,nan,0
