wall_time_s,time_boot_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,speed,roll,pitch,yaw,active_gate
1781801484.0110152,20326,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0,0.0,0.00026014557806774974,0.31069502234458923,-3.1405231952667236,-1
1781801484.0314026,20326,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0,0.0,0.00026014557806774974,0.31069502234458923,-3.1405231952667236,-1
1781801484.042908,20326,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0,0.0,0.00026014557806774974,0.31069502234458923,-3.1405231952667236,-1
1781801484.067324,20326,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0,0.0,0.00026014557806774974,0.31069502234458923,-3.1405231952667236,-1
1781801484.0845418,20326,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0,0.0,0.00026014557806774974,0.31069502234458923,-3.1405231952667236,-1
1781801484.101082,20326,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0,0.0,0.00026014557806774974,0.31069502234458923,-3.1405231952667236,-1
1781801484.117064,20326,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0,0.0,0.00026014557806774974,0.31069502234458923,-3.1405231952667236,-1
1781801484.1311617,20326,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0,0.0,0.00026014557806774974,0.31069502234458923,-3.1405231952667236,-1
1781801484.1466553,20326,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0,0.0,0.00026014557806774974,0.31069502234458923,-3.1405231952667236,-1
1781801484.1620812,20326,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0,0.0,-0.0,0.0,0.00026014557806774974,0.31069502234458923,-3.1405231952667236,-1
