frame_id,sim_time_ns,drone_x,drone_y,drone_z,roll,pitch,yaw
35,1781587688535305800,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002611225936561823,0.3106953799724579,-3.140521287918091
42,1781587688774632200,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002611225936561823,0.3106953799724579,-3.140521287918091
49,1781587689002284800,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002611225936561823,0.3106953799724579,-3.140521287918091
55,1781587689202648300,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002611225936561823,0.3106953799724579,-3.140521287918091
62,1781587689435397300,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002611225936561823,0.3106953799724579,-3.140521287918091
68,1781587689641335800,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002611225936561823,0.3106953799724579,-3.140521287918091
74,1781587689841528800,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002611225936561823,0.3106953799724579,-3.140521287918091
81,1781587690070387600,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002611225936561823,0.3106953799724579,-3.140521287918091
88,1781587690306070500,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002611225936561823,0.3106953799724579,-3.140521287918091
94,1781587690508039400,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002611225936561823,0.3106953799724579,-3.140521287918091
101,1781587690735341800,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002611225936561823,0.3106953799724579,-3.140521287918091
107,1781587690941133200,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002611225936561823,0.3106953799724579,-3.140521287918091
114,1781587691174458700,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002611225936561823,0.3106953799724579,-3.140521287918091
121,1781587691401971300,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002611225936561823,0.3106953799724579,-3.140521287918091
127,1781587691607954000,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002611225936561823,0.3106953799724579,-3.140521287918091
134,1781587691835289300,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002611225936561823,0.3106953799724579,-3.140521287918091
141,1781587692074560700,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002611225936561823,0.3106953799724579,-3.140521287918091
147,1781587692274607100,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002611225936561823,0.3106953799724579,-3.140521287918091
154,1781587692504346100,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002611225936561823,0.3106953799724579,-3.140521287918091
161,1781587692735112800,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002611225936561823,0.3106953799724579,-3.140521287918091
167,1781587692941507400,-0.029765624552965164,-0.0013964843237772584,-0.019497070461511612,0.00010860575275728479,0.14021597802639008,-3.1404852867126465
174,1781587693168608400,-0.15726561844348907,-0.004140624776482582,-0.28050291538238525,2.6700214220909402e-05,0.03231465816497803,-3.1404876708984375
180,1781587693374677500,-0.28968748450279236,-0.0064843748696148396,-0.5951904058456421,0.0009017428383231163,0.01567375659942627,-3.1224637031555176
187,1781587693601998100,-0.4465624988079071,-0.009462890215218067,-0.9225927591323853,0.0036941373255103827,0.06286393851041794,-3.09470534324646
193,1781587693802548800,-0.6082421541213989,-0.012373046949505806,-1.1921288967132568,0.004972042981535196,0.11158429831266403,-3.0869357585906982
199,1781587694008039400,-0.8289452791213989,-0.015175781212747097,-1.4577099084854126,0.006431810092180967,0.15829776227474213,-3.0862977504730225
205,1781587694208094700,-1.0829687118530273,-0.01699218712747097,-1.67236328125,0.00859817024320364,0.19581256806850433,-3.090825080871582
212,1781587694436104100,-1.4611327648162842,-0.018779296427965164,-1.8944677114486694,0.011361317709088326,0.2244499772787094,-3.0982372760772705
218,1781587694641637000,-1.8868749141693115,-0.021367186680436134,-2.032958984375,0.014120175503194332,0.25182685256004333,-3.1083531379699707
225,1781587694869194300,-2.456796884536743,-0.02705078013241291,-2.0824267864227295,0.016225647181272507,0.2796700894832611,-3.1198556423187256
231,1781587695069674900,-2.980585813522339,-0.035039063543081284,-2.0722460746765137,0.016994984820485115,0.29674363136291504,-3.130492925643921
