sim_time_ns,drone_x,drone_y,drone_z,roll,pitch,yaw,detect_result,n_contours,largest_area,largest_aspect,largest_passed,n_candidates,best_area,best_aspect,best_hull_pts,best_poly_pts,four_corner_eps,n_clipped_corners
1781587881443583700,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.00026246020570397377,0.3106938302516937,-3.1405158042907715,,,,,,,,,,,,
1781587881443583700,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002812002203427255,0.3106933534145355,-3.140425205230713,,,,,,,,,,,,
1781587882043349300,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002812002203427255,0.3106933534145355,-3.140425205230713,,,,,,,,,,,,
1781587882043349300,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002812002203427255,0.3106933534145355,-3.140425205230713,,,,,,,,,,,,
1781587882043349300,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002812002203427255,0.3106933534145355,-3.140425205230713,,,,,,,,,,,,
1781587882077936700,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002812002203427255,0.3106933534145355,-3.140425205230713,,,,,,,,,,,,
1781587882077936700,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002812002203427255,0.3106933534145355,-3.140425205230713,,,,,,,,,,,,
1781587882077936700,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002812002203427255,0.3106933534145355,-3.140425205230713,,,,,,,,,,,,
1781587882077936700,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002812002203427255,0.3106933534145355,-3.140425205230713,,,,,,,,,,,,
1781587882109980600,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002812002203427255,0.3106933534145355,-3.140425205230713,,,,,,,,,,,,
1781587882109980600,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002812002203427255,0.3106933534145355,-3.140425205230713,,,,,,,,,,,,
1781587882109980600,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002812002203427255,0.3106933534145355,-3.140425205230713,,,,,,,,,,,,
1781587882109980600,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002812002203427255,0.3106933534145355,-3.140425205230713,,,,,,,,,,,,
1781587882143422200,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002812002203427255,0.3106933534145355,-3.140425205230713,,,,,,,,,,,,
1781587882143422200,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002812002203427255,0.3106933534145355,-3.140425205230713,,,,,,,,,,,,
1781587882143422200,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002812002203427255,0.3106933534145355,-3.140425205230713,,,,,,,,,,,,
1781587882143422200,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0.0002812002203427255,0.3106933534145355,-3.140425205230713,,,,,,,,,,,,
