time_s,leg_idx,leg_name,phase,frac,target_x,target_y,target_z,target_yaw,pos_x,pos_y,pos_z,yaw,error_x,error_y,error_z,horiz_dist,yaw_err,desired_vx,desired_vy,desired_vz,actual_vx,actual_vy,actual_vz,cmd_roll_rate,cmd_pitch_rate,cmd_yaw_rate,cmd_thrust,settled
1780861565.1116755,0,oblique_sweep,settling,0.0,-13.974384224687613,-7.954423324505942,-1.4919580206274987,2.460627233672454,-0.2458203136920929,-0.0006054687546566129,-0.42519041895866394,-3.1405491828918457,-13.72856391099552,-7.953817855751286,-1.0667676016688348,15.866212072853324,-0.6820088906152861,-0.7469263233650617,-0.014927503888407334,-1.572778484284212,-0.7394052743911743,-0.0016496527241542935,-1.5967096090316772,0.007040646312204624,0.03233939443147125,1.0230133359229292,0.27812689462528967,0
1780861565.1231709,0,oblique_sweep,settling,0.0,-13.974384224687613,-7.954423324505942,-1.4919580206274987,2.460627233672454,-0.26542967557907104,-0.0006445312174037099,-0.4676611125469208,-3.1405491828918457,-13.708954549108542,-7.953778793288539,-1.024296908080578,15.84922811754851,-0.6820088906152861,-0.7567259873657001,-0.028061609639913825,-1.5538982869445963,-0.7429519295692444,-0.0016420603496953845,-1.624453067779541,0.012829486385261794,0.027966637634172335,1.0230133359229292,0.27437863318810307,0
1780861565.1340597,0,oblique_sweep,settling,0.0,-13.974384224687613,-7.954423324505942,-1.4919580206274987,2.460627233672454,-0.26542967557907104,-0.0006445312174037099,-0.4676611125469208,3.1412227153778076,-13.708954549108542,-7.953778793288539,-1.024296908080578,15.84922811754851,-0.6805954817053537,-0.7665256513663384,-0.04119571539142032,-1.5350180896049805,-0.7429519295692444,-0.0016420603496953845,-1.624453067779541,0.01786335127332314,0.022217236491406965,1.0208932225580305,0.2728465661980501,0
1780861565.1448445,0,oblique_sweep,settling,0.0,-13.974384224687613,-7.954423324505942,-1.4919580206274987,2.460627233672454,-0.27058592438697815,-0.0006542968330904841,-0.4791894555091858,3.1236588954925537,-13.703798300300635,-7.953769027672852,-1.012768565118313,15.844763475700434,-0.6630316618200998,-0.7762911765103124,-0.05429097337062516,-1.5160932715841782,-0.7458193898200989,-0.0016381231835111976,-1.6950098276138306,0.022829227495070527,0.016931788968406403,0.9945474927301496,0.265644434379815,0
1780861565.155351,0,oblique_sweep,settling,0.0,-13.974384224687613,-7.954423324505942,-1.4919580206274987,2.460627233672454,-0.2797265648841858,-0.0006738281226716936,-0.5001611113548279,3.1113297939300537,-13.694657659803427,-7.953749496383271,-0.9917969092726708,15.83684878599369,-0.6507025602575998,-0.7859939535678699,-0.0673144958369018,-1.497086852143849,-0.7470957040786743,-0.0016391035169363022,-1.729502558708191,0.027164827889554027,0.013579052602990192,0.9760538403863996,0.2613160366601938,0
1780861565.1663384,0,oblique_sweep,settling,0.0,-13.974384224687613,-7.954423324505942,-1.4919580206274987,2.460627233672454,-0.29011717438697815,-0.0006933593540452421,-0.5248339772224426,3.0961732864379883,-13.684267050300635,-7.953729965151897,-0.9671240434050561,15.827854720792038,-0.6355460527655343,-0.7956223651683284,-0.08025249985923566,-1.477984450672562,-0.7495359778404236,-0.001655473723076284,-1.7872451543807983,0.031145135476807004,0.01142847223550205,0.9533190791483015,0.2551049512185119,0
1780861565.1774056,0,oblique_sweep,settling,0.0,-13.974384224687613,-7.954423324505942,-1.4919580206274987,2.460627233672454,-0.3063281178474426,-0.0007226562593132257,-0.5633544921875,3.0786757469177246,-13.66805610684017,-7.953700668246629,-0.9286035284399987,15.81382661027361,-0.6180485132452707,-0.805133937923216,-0.09305603193026818,-1.4587334883528615,-0.7515836954116821,-0.0017506950534880161,-1.7704412937164307,0.03483546195621911,0.009449579753133052,0.927072769867906,0.2548454140588987,0
1780861565.1882381,0,oblique_sweep,settling,0.0,-13.974384224687613,-7.954423324505942,-1.4919580206274987,2.460627233672454,-0.3115624785423279,-0.000732421875,-0.575488269329071,3.016719341278076,-13.662821746145285,-7.953690902630942,-0.9164697512984277,15.809297803556447,-0.5560921076056222,-0.8146083120249453,-0.10581689342610848,-1.4394359069172395,-0.7519643902778625,-0.001801102771423757,-1.746978521347046,0.038224704714335304,0.007311825479721267,0.8341381614084333,0.2551136120076103,0
1780861565.1990347,0,oblique_sweep,settling,0.0,-13.974384224687613,-7.954423324505942,-1.4919580206274987,2.460627233672454,-0.3167968690395355,-0.0007421874906867743,-0.5874316096305847,2.996469497680664,-13.657587355648078,-7.953681137015256,-0.904526410996914,15.804769406937595,-0.5358422640082101,-0.8240454950364335,-0.11853519019147528,-1.4200920576571843,-0.7522798776626587,-0.0018620810005813837,-1.719507098197937,0.04149251102673837,0.005364097282829477,0.8037633960123152,0.25570293528603555,0
1780861565.2096019,0,oblique_sweep,settling,0.0,-13.974384224687613,-7.954423324505942,-1.4919580206274987,2.460627233672454,-0.3299218714237213,-0.000771484337747097,-0.6166064143180847,2.976841449737549,-13.644462353263892,-7.953651840168195,-0.875351606309414,15.793414149709573,-0.5162142160650949,-0.8333906537143196,-0.13114855866175762,-1.400635157978201,-0.7529477477073669,-0.0020883495453745127,-1.6456878185272217,0.044487156618398235,0.003867445425594151,0.7743213240976423,0.26000198170142963,0
