sim_time_ns,tvec_x,tvec_y,tvec_z,rvec_x,rvec_y,rvec_z,corner_tl_x,corner_tl_y,corner_tr_x,corner_tr_y,corner_br_x,corner_br_y,corner_bl_x,corner_bl_y,roll,pitch,yaw,est_x,est_y,est_z,drone_x,drone_y,drone_z,matched_gate_id,mav_x,mav_y,mav_z,error_x,error_y,error_z,error_mag,outlier_rejected
1782789245245777300,1.7810993210976176,-2.4579855804815294,10.826220537985275,-0.3414880438619179,-0.3628119822850647,0.0441729112913247,336.0,65.0,401.0,82.0,412.0,149.0,336.0,138.0,0.0,0.0,0.0,9.161120444939012,1.7810993210976176,-6.770774788195613,0.0,0.0,-0.5,-1,nan,nan,nan,nan,nan,nan,nan,0
1782789245245777300,1.7810993210976176,-2.4579855804815294,10.826220537985275,-0.3414880438619179,-0.3628119822850647,0.0441729112913247,336.0,65.0,401.0,82.0,412.0,149.0,336.0,138.0,0.0,0.0,0.0,9.161120444939012,1.7810993210976176,-6.770774788195613,0.0,0.0,-0.5,-1,nan,nan,nan,nan,nan,nan,nan,0
1782789245264802400,1.7810993210976176,-2.4579855804815294,10.826220537985275,-0.3414880438619179,-0.3628119822850647,0.0441729112913247,336.0,65.0,401.0,82.0,412.0,149.0,336.0,138.0,0.0,0.0,0.0,9.161120444939012,1.7810993210976176,-6.770774788195613,0.0,0.0,-0.5,-1,nan,nan,nan,nan,nan,nan,nan,0
1782789245266070900,1.7810993210976176,-2.4579855804815294,10.826220537985275,-0.3414880438619179,-0.3628119822850647,0.0441729112913247,336.0,65.0,401.0,82.0,412.0,149.0,336.0,138.0,0.0,0.0,0.0,9.161120444939012,1.7810993210976176,-6.770774788195613,0.0,0.0,-0.5,-1,nan,nan,nan,nan,nan,nan,nan,0
1782789245267251200,1.7810993210976176,-2.4579855804815294,10.826220537985275,-0.3414880438619179,-0.3628119822850647,0.0441729112913247,336.0,65.0,401.0,82.0,412.0,149.0,336.0,138.0,0.0,0.0,0.0,9.161120444939012,1.7810993210976176,-6.770774788195613,0.0,0.0,-0.5,-1,nan,nan,nan,nan,nan,nan,nan,0
1782789245269605800,1.7810993210976176,-2.4579855804815294,10.826220537985275,-0.3414880438619179,-0.3628119822850647,0.0441729112913247,336.0,65.0,401.0,82.0,412.0,149.0,336.0,138.0,0.0,0.0,0.0,9.161120444939012,1.7810993210976176,-6.770774788195613,0.0,0.0,-0.5,-1,nan,nan,nan,nan,nan,nan,nan,0
1782789245269605800,1.7810993210976176,-2.4579855804815294,10.826220537985275,-0.3414880438619179,-0.3628119822850647,0.0441729112913247,336.0,65.0,401.0,82.0,412.0,149.0,336.0,138.0,0.0,0.0,0.0,9.161120444939012,1.7810993210976176,-6.770774788195613,0.0,0.0,-0.5,-1,nan,nan,nan,nan,nan,nan,nan,0
1782789245269605800,1.7810993210976176,-2.4579855804815294,10.826220537985275,-0.3414880438619179,-0.3628119822850647,0.0441729112913247,336.0,65.0,401.0,82.0,412.0,149.0,336.0,138.0,0.0,0.0,0.0,9.161120444939012,1.7810993210976176,-6.770774788195613,0.0,0.0,-0.5,-1,nan,nan,nan,nan,nan,nan,nan,0
1782789245269605800,1.7810993210976176,-2.4579855804815294,10.826220537985275,-0.3414880438619179,-0.3628119822850647,0.0441729112913247,336.0,65.0,401.0,82.0,412.0,149.0,336.0,138.0,0.0,0.0,0.0,9.161120444939012,1.7810993210976176,-6.770774788195613,0.0,0.0,-0.5,-1,nan,nan,nan,nan,nan,nan,nan,0
1782789245269605800,1.7810993210976176,-2.4579855804815294,10.826220537985275,-0.3414880438619179,-0.3628119822850647,0.0441729112913247,336.0,65.0,401.0,82.0,412.0,149.0,336.0,138.0,0.0,0.0,0.0,9.161120444939012,1.7810993210976176,-6.770774788195613,0.0,0.0,-0.5,-1,nan,nan,nan,nan,nan,nan,nan,0
